heart_rate,steps,stress,avg_hr,std_hr,trend,max_jump,label
96.07945399099808,142,46,82.50891748854264,5.60150500050954,1.251024983346221,11.659858669767413,0
77.92477984120717,20,41,82.46884189795702,6.776085565696241,-10.673286072039929,8.581362477733611,0
57.67714408066887,12,30,56.739520566167116,14.470263465871064,-3.4849726300212334,17.570722373861376,0
81.00874561170765,18,35,87.43187381371963,1.0504845056422658,-6.410403852368186,10.288994190939118,0
78.13731846975706,21,37,76.03552034244335,8.304730903225368,7.098525679705136,14.995543726855075,0
99.00985428321188,289,18,99.91724369260716,7.247085667910005,-10.389147159911065,9.104482231836746,0
125.77572278135943,138,12,137.15958696135473,7.072158832194125,8.254539785384411,3.0417980894456944,0
130.56507901721395,205,53,134.95614900798893,10.695002739831981,-3.6362317791259295,9.469268025883354,0
83.09072066665902,74,31,81.17207294023437,8.034529128681141,-3.5169525417935215,2.9891374069081325,0
196.0,6,77,203.35884886589884,31.43171578250229,31.291288709519446,32.37304385996687,1
80.02272473489238,16,35,78.95478661203431,4.9565675269510905,9.445145853283574,10.610460482255423,0
65.47263714436488,13,23,59.62261871216557,10.033889868798003,-0.41837710056805233,8.458107653831766,0
65.03023982356437,22,43,73.13445904063721,9.456308110221466,12.196744240340513,11.837323320279578,0
193.0,12,97,205.94155749738502,29.53730032996997,45.06901438853867,49.36030914184146,1
110.91129042563428,80,16,105.36192553319019,6.915825078296256,5.395238408455588,10.879986260636976,0
57.181544989187046,19,24,57.96913247585105,7.387776401633426,0.498748159648144,2.0496112993779594,0
72.20001322150924,23,28,81.62835714678576,2.4890505163245633,-8.307021141604409,4.594057609805043,0
111.89978492144907,187,17,125.33985637390437,9.917809842433385,4.9941532347266016,15.7244081184907,0
68.07528893939127,7,42,71.27768791539539,7.428490682006566,2.592456225772485,4.261543050921663,0
105.17669377407717,269,19,116.52916657538327,8.161494655602349,8.398489915893606,4.912801218556661,0
108.280766747856,218,47,112.2299758206105,6.4452454610840455,-2.0873518726825178,19.53574050031287,0
154.0,7,92,177.38826240129563,9.572661273756779,-5.564928599026089,59.27053587529575,1
113.14260054672826,226,38,111.59795732497957,3.2471483221200703,1.7303716672149652,12.878397612677292,0
136.81707517515528,171,45,138.7389137577393,2.7352094206512545,-13.300196017088739,2.5150550556785047,0
135.38729299952846,104,33,141.5762755185865,8.88644185998052,-0.5724591715007834,7.511664046147759,0
86.80328561172163,22,13,85.73166319544067,5.932417368607265,5.822664913326937,6.9046531982252,0
65.97294278664394,11,46,69.09926026862237,5.607456954042977,1.954919365928083,6.899783488468407,0
133.0,6,95,159.51766166653448,19.49915323571749,28.92316026578458,40.268684336514944,1
130.31326079388742,233,63,122.42711261322681,10.811080194226534,-2.113637042665354,9.973661116737576,0
70.02407039367053,0,53,64.12778039219329,6.162906689816344,-9.275043604927548,10.73389506364494,0
92.0,10,90,105.00102245194225,16.193928744588337,64.6979366082079,28.189323391681448,1
77.91050579159221,2,47,85.31235954152058,6.9180564275246414,-5.546640018510051,13.612045839812243,0
127.95459273374404,226,22,130.73045157863734,4.280988681942558,-0.30280552648093517,1.8158607892356855,0
60.021208216029734,14,20,66.35289750052418,6.7854317302355565,-3.067105303373161,7.882251257237565,0
79.81879842604121,18,26,73.13850827664882,11.211698925442601,-1.5077522940050163,0.8549146757838457,0
147.2596622958841,115,34,142.23796098438618,6.773311475031513,1.6794084193039824,6.837804809619126,0
86.87840172489184,286,51,88.68229384825898,11.603641766491835,-3.264602984172411,0.1906226758892693,0
54.386332225266955,14,56,55.88586941710327,9.39857102704136,-14.036336830930162,7.808704413107192,0
78.47149859138915,27,13,76.335784019569,10.443736671452706,-3.6706794298631564,5.455702063253177,0
73.99569126604511,8,42,74.61972684910558,1.6975852375727918,3.2326963586212534,7.710045966424531,0
82.59950169762377,13,56,72.92235189905473,6.35252317470867,10.643458755030531,9.397064057632653,0
141.65701071659421,166,64,147.49685832796158,6.341657847596576,15.969357767529837,3.3658643056649,0
74.43103058328414,13,68,71.32970909994575,8.881242055021996,2.6127676793308487,7.433434554971695,0
134.69336423704658,114,43,134.71023197619988,11.839450906423258,4.06290645769556,9.926440200514005,0
65.30007449724346,26,46,64.04017615792165,11.333672043203325,13.72060901962961,8.647900614712867,0
119.56190869372315,77,55,125.29883911816553,6.070237636434998,1.0887989823432462,9.65209791791691,0
142.64960981965515,74,59,144.8985229093769,6.935500554933251,8.138708335771817,15.070238954725184,0
75.41753920713539,6,50,68.92590950879088,5.164673401660941,-2.0147768426348076,6.345671899081395,0
100.12602609211834,235,15,104.20371975771474,9.754316373009264,-1.9059590225922696,8.612333119125026,0
56.659098300490655,4,57,52.306002612732556,16.60132045156392,3.0308098338797955,10.735709096493501,0
100.55322017551401,145,42,104.4869583331353,1.9131619588842579,9.920142703687876,16.505093114780912,0
64.49194694912259,13,49,64.02388490270535,7.439684257414125,-4.940873454406293,18.80844465396096,0
137.0,15,83,127.27410744851905,32.59277356998111,40.97262365698603,27.962747342922704,1
120.08413175182734,57,17,120.16411214571349,8.091042574148071,-4.154746988685802,14.42075245941173,0
135.1667860716653,246,69,146.83802055823,8.166190735350002,3.480386973123555,5.857983891258744,0
117.509489740498,217,55,121.78305508364265,6.6326981684807755,7.8054494341705976,11.53662515656897,0
62.251428644783545,1,41,62.63985219259502,9.476096708831221,-3.6600364622287325,5.766461104961522,0
78.57201101296053,12,19,77.8756674796226,4.376721822369943,6.47290232585103,5.751395392611519,0
80.7358941563538,2,28,77.13440419205973,7.190198692772928,-1.1476978370455146,13.08501887857565,0
63.4161188579346,0,69,62.035591618255815,7.103048007884477,11.31872109167408,18.42532172666592,0
118.57358367204678,61,19,119.3474303321191,7.890358491624429,-8.798620973307475,16.900766867243313,0
127.73186546887254,242,43,126.51755134601228,8.75362834532568,-10.690970426214957,2.4566811508888007,0
67.15911308134011,9,21,68.92569661759858,3.9896723651742576,-19.54466897479163,4.91555725435444,0
66.70887332725493,13,48,65.62030812116748,7.6860318056626955,-5.459750152136886,5.160408399879747,0
124.10701784147464,178,12,120.00185814173629,8.885371508908523,3.667844990411068,13.7147253144006,0
82.32465260551147,11,35,88.65920835144459,5.876991603143658,3.5505554251698275,13.873170267146683,0
69.81830817549171,14,26,69.27017892305312,8.398576048001745,-6.454163616020153,9.612586128340569,0
167.0,12,99,167.1155160917409,19.88973873151413,25.161457384551277,32.963107367911,1
131.18898336785674,297,27,130.50476749356625,9.998350512905159,8.990931965535413,6.7281492401281255,0
55.42067006279041,26,10,59.808734135430356,5.614721556084943,-6.0300347245389085,10.274316435780708,0
126.84962290961917,292,67,120.4247791781094,6.240748164534326,7.738674917425335,10.712931460477872,0
112.2621210656718,190,14,114.49711946104634,6.420918987814004,6.7228062608067045,10.167678120465261,0
80.9493006156556,2,42,83.90475327228171,7.530772163621592,6.109345197751962,12.003686268458065,0
108.28858897776165,102,54,111.59222320390293,9.5094199001939,-6.02428682761108,13.349818140690942,0
100.62235098733784,116,40,95.99208867794151,4.304423866784067,-7.492294296210482,10.551223160595894,0
71.69614510490014,26,56,67.64188943419674,14.65503044903416,-7.768785452674518,1.2147768752989698,0
80.32718244943051,5,38,89.75910749268033,7.894868796740702,-10.054306308105032,9.720230694718214,0
86.38125674904616,16,25,86.70105173852738,10.402109508382498,-11.526775633122666,13.626382833872746,0
119.48238233722932,210,30,121.95626956029807,13.805742209129377,-5.0716788695310075,9.655301018976234,0
85.7377821377649,226,26,79.04841468171374,9.65467781063727,-1.8931374842483675,15.751452654580804,0
117.6939364150917,134,57,125.13257159338303,8.255843953897216,6.471143360848078,12.732318820738312,0
73.45102286361222,20,58,71.79580921049448,3.450932889046457,-16.4801553334299,4.512426649474158,0
144.0679189160444,166,58,147.74998763872446,6.08763042704716,6.467289415461578,9.35209444454009,0
128.10576071660498,135,68,137.7871462798278,6.239916233714382,-6.00933775699103,5.007148067587802,0
53.34160244796564,15,21,53.4839471501577,5.070299891669418,-3.1319923502760734,14.353423947462005,0
150.0,3,78,178.2731860676297,26.160706149157555,60.91021910271747,36.28003407637127,1
79.20131853218216,3,11,76.39815832197165,11.827927876502907,-15.622446557952102,5.254108999930699,0
124.28741510385504,187,14,120.5573792603755,6.263597900130776,19.656747001181724,11.758855035777012,0
68.04553461209727,23,43,65.9821370073544,8.686928417575809,-0.1509191664310749,6.359514717488562,0
56.542626911914724,6,18,58.64534592474367,7.607667653697794,10.984991214691908,5.00765836639028,0
76.51064881637556,8,22,73.79815228443692,12.610059246867113,-19.91302243841859,6.293483155313737,0
150.61785754791129,281,59,153.0141080273949,2.7334832338861172,3.6312418355307776,5.57143100100155,0
118.60415223252467,67,30,115.48405046630792,10.533576818943606,-0.5906460190362103,13.832133560043506,0
76.45210878914062,11,13,79.75801374210421,11.125849681523587,13.336529186859776,16.756652735538268,0
82.83050655553583,21,51,88.52409689481632,14.280187175149779,-7.768054587285112,12.123996567383927,0
69.80248314142386,0,24,70.08192953912386,5.431446637865162,9.188344120185626,6.116824200290035,0
56.41549150064105,5,50,69.39097376770269,9.20837486566628,11.776104470452234,4.421974525485153,0
